,Age,CreditScore,EB,EstimatedSalary,Gender,Geography,HasCrCard,IsActiveMember,NumOfProducts,Tenure,Exited
887,0.324324324,0.47,0,0.093239854,1,0,1,1,0.333333333,0.2,0
888,0.756756757,0.766,7.46E-05,0.672954267,1,1,1,1,0,0.3,0
889,0.337837838,0.384,0.001325375,0.051700737,0,0,0,1,0,0.8,0
890,0.256756757,0.876,0.000201997,0.330039969,1,0.5,0,0,0,0.8,0
891,0.189189189,0.17,0.000909335,0.029480465,1,1,1,1,0.333333333,0.2,0
892,0.324324324,0.454,0,0.37036702,1,0,1,0,0,0.9,0
893,0.445945946,0.706,0,0.386451806,0,0,1,1,0.666666667,0.3,1
894,0.22972973,0.756,0.000218171,0.271763153,0,1,1,0,0.333333333,0.8,1
895,0.189189189,0.756,3.73E-05,0.780641301,1,1,1,1,0,0.5,0
896,0.22972973,0.736,0,0.474091626,1,0,1,0,0.333333333,0.8,0
897,0.297297297,0.542,0,0.775792438,0,0,1,0,0,0.6,0
898,0.297297297,0.346,7.54E-05,0.643514056,0,0,1,0,0,0.2,1
899,0.094594595,0.614,0.000711455,0.113680456,1,1,1,0,0,0.2,0
900,0.297297297,0.754,0.000121983,0.359302963,1,1,1,0,0.333333333,0.1,1
901,0.243243243,0.586,0.000180009,0.421456449,1,0,0,1,0.333333333,0.7,0
902,0.405405405,0.59,5.72E-05,0.745708965,0,0,1,1,0,0.7,0
903,0.135135135,0.436,7.37E-05,0.927476224,1,0,1,0,0.333333333,0.5,0
904,0.540540541,0.498,0,0.882062087,1,0,0,0,0,0.4,1
905,0.364864865,0.644,0,0.460124492,0,0,1,1,0,0.9,1
906,0.202702703,0.67,0.000375085,0.219625774,1,0,1,1,0,0.6,0
907,0.378378378,0.332,8.54E-05,0.578943639,0,0,1,0,0,0.1,1
908,0.175675676,0.67,0.000101277,0.628888559,1,0.5,1,1,0,1,0
909,0.094594595,0.912,0,0.092260411,1,0.5,1,0,0.333333333,0.7,0
910,0.243243243,0.508,0.000137504,0.398147023,1,0,1,1,0.333333333,0.6,0
911,0.472972973,0.596,8.62E-05,0.607711586,0,0.5,1,1,0,0.6,0
912,0.189189189,0.39,0,0.473683337,0,0.5,1,0,0,0.4,0
913,0.121621622,0.812,0.000133181,0.466498101,1,1,1,0,0,0.1,0
914,0.22972973,0.438,6.05E-05,0.96900354,1,0,1,1,0,1,0
915,0.391891892,0.492,0,0.374156082,1,0,1,0,0,0.6,0
916,0.283783784,0.25,0,0.284968815,1,0,1,1,0,0.6,1
917,0.364864865,0.592,7.76E-05,0.286151627,0,0,1,1,0,0.3,0
918,0.22972973,0.868,0,0.407399207,1,0.5,0,0,0.333333333,0.3,0
919,0.364864865,0.404,0,0.13371767,1,0.5,1,0,0.333333333,0.9,0
920,0.351351351,0.758,0,0.045949188,1,0,0,1,0.333333333,0.5,0
921,0.581081081,0.518,0,0.112192064,1,0.5,1,0,0,0.1,1
922,0.445945946,0.41,0,0.945646859,1,0,1,0,0.666666667,0.5,1
923,0.013513514,0.444,0.00080825,0.080758912,0,1,1,1,0,0.1,0
924,0.216216216,0.87,9.65E-05,0.342976654,0,0,1,1,0,0.9,0
925,0.243243243,0.728,0.021380119,0.002180958,0,1,1,1,0.333333333,0.1,0
926,0.22972973,0.776,0,0.078203218,1,0.5,1,1,0,0.3,0
927,0.27027027,0.578,8.20E-05,0.748011635,1,1,1,1,0,0.5,0
928,0.581081081,0.34,0.000139589,0.451505269,1,1,1,1,0.333333333,0.8,0
929,0.081081081,0.828,8.65E-05,0.578379235,0,0,0,0,0,0.7,0
930,0.283783784,0.622,0.000321928,0.194023979,1,0.5,0,0,0,0.6,0
931,0.310810811,0.428,0.000284022,0.171649543,1,1,1,1,0.333333333,0.9,0
932,0.324324324,0.716,0.022013444,0.004059288,0,1,1,0,0.333333333,0.8,0
933,0.243243243,0.324,0,0.677418093,1,0.5,0,1,0,0.1,1
934,0.256756757,0.484,0,0.053231634,1,0.5,1,1,0.666666667,0.9,0
935,0.27027027,0.538,0,0.582334463,0,0,0,1,0.333333333,0.3,0
936,0.459459459,0.85,0.000106955,0.484104932,1,0,1,1,0,0.8,1
937,0.351351351,1,7.08E-05,0.855504801,0,1,0,1,0,0.5,0
938,0.256756757,0.454,0,0.399387191,0,0,1,1,0,0.4,0
939,0.256756757,0.748,4.09E-05,0.789331581,0,0,1,0,0,1,0
940,0.22972973,0.72,7.84E-05,0.639762247,1,0.5,1,1,0,0.1,0
941,0.175675676,0.692,0,0.955403891,0,0,0,0,0.333333333,0.8,0
942,0.378378378,0.052,0,0.786685678,0,0,1,0,0,0.6,1
943,0.148648649,0.65,8.56E-05,0.667293427,0,1,1,0,0,0.8,0
944,0.243243243,0.79,4.84E-05,0.653952552,1,0,1,0,0,0.8,0
945,0.094594595,0.694,6.09E-05,0.641872799,0,0.5,1,1,0.333333333,0.5,0
946,0.283783784,0.498,0,0.971400869,0,0.5,1,0,0,0.4,1
947,0.27027027,0.73,0.001965516,0.028365659,0,0,1,1,0,0.5,1
948,0.662162162,0.618,0.000104949,0.655220674,1,0,1,1,0,0.4,0
949,0.405405405,0.668,0.00032534,0.106093932,0,0,0,0,0,0.3,1
950,0.405405405,0.57,0.000284905,0.216214248,0,0,1,1,0.333333333,0.8,0
951,0.202702703,0.878,0.003253942,0.021891191,1,1,1,0,0,0.8,0
952,0.648648649,0.442,5.55E-05,0.94639198,0,1,0,1,0,0.9,0
953,0.283783784,0.688,9.86E-05,0.51141194,1,0.5,1,1,0,0,0
954,0.324324324,0.63,9.40E-05,0.783891662,0,0.5,0,1,0.333333333,0.2,1
955,0.351351351,0.712,0.000174766,0.349302908,0,0,0,0,0,0.4,0
956,0.337837838,0.914,0,0.427599136,0,0.5,0,1,0.333333333,0,0
957,0.662162162,0.842,0,0.256065554,0,0.5,1,1,0.333333333,0.8,0
958,0.121621622,0.362,0.001729207,0.036060144,1,0.5,0,0,0,0.8,0
959,0.256756757,0.558,0.000507379,0.119810192,0,0,1,1,0,0.6,0
960,0.175675676,1,7.76E-05,0.660871763,0,1,1,1,0,0.1,0
961,0.22972973,0.67,0.000114362,0.568194563,1,0.5,1,0,0,0.4,0
962,0.189189189,0.584,0.000237922,0.198804036,1,0.5,1,1,0,0.7,0
963,0.608108108,0.358,8.33E-05,0.543658819,1,0.5,1,0,0.666666667,0.4,1
964,0.337837838,0.666,9.30E-05,0.586744084,0,1,1,1,0,0.4,1
965,0.324324324,0.626,0.000150516,0.390001845,0,0,1,1,0,0.5,0
966,0.216216216,0.426,8.64E-05,0.762103831,0,0,1,1,0,0.6,0
967,0.216216216,0.574,0,0.130239938,0,0.5,0,0,0.333333333,0.9,0
968,0.256756757,0.388,9.95E-05,0.399840735,1,0,0,0,0,0.3,0
969,0.702702703,0.598,0.000102765,0.535622202,1,1,0,1,0.333333333,0.9,0
970,0.405405405,0.576,0.000273333,0.238360563,0,0,1,1,0,1,0
971,0.094594595,0.746,0,0.672553679,1,0,1,1,0.333333333,0.3,0
972,0.337837838,0.57,4.86E-05,0.766341836,1,1,0,0,0.333333333,0.5,0
973,0.27027027,0.8,5.09E-05,0.899443197,0,0.5,0,1,0.333333333,0.7,0
974,0.216216216,0.76,8.31E-05,0.694423317,1,0,1,0,0.333333333,0.5,0
975,0.243243243,0.8,0.001079568,0.049225851,0,0.5,0,1,0,0.8,0
976,0.337837838,0.472,0.000186261,0.335208262,0,0,1,0,0,0.8,1
977,0.27027027,0.34,0,0.281912173,0,0,1,0,0.333333333,0.4,0
978,0.405405405,0.604,0.000161486,0.388801081,0,0,1,0,0,0.8,0
979,0.378378378,0.4,0,0.652956207,0,0,1,0,0.333333333,0.7,0
980,0.121621622,0.488,0.000122197,0.75957709,1,0,0,0,0,0,0
981,0.351351351,0.798,4.46E-05,0.755433244,0,1,0,0,0.333333333,0,0
982,0.189189189,0.636,0,0.003829316,1,0,1,1,0.333333333,0.7,0
983,0.22972973,0.528,0.000173758,0.347246462,0,1,0,0,0,0.6,1
984,0.094594595,0.846,0.001000732,0.058565543,1,0,0,1,0.333333333,0.1,0
985,0.175675676,0.402,8.47E-05,0.457812071,1,1,1,1,0.333333333,0.9,0
986,0.243243243,0.432,0.00016817,0.398061965,1,0,1,0,0,0.1,0
987,0.216216216,0.438,0.000139831,0.511489997,1,0.5,1,0,0,0,1
988,0.175675676,0.618,0.000134844,0.522659564,1,0.5,1,1,0.333333333,0.7,0
989,0.418918919,0.744,0.000112569,0.703837166,0,0,1,0,0,0.3,1
990,0.256756757,0.61,0.000132529,0.331044365,1,0,1,0,0.333333333,0.5,0
991,0.22972973,0.53,6.57E-05,0.699089363,0,0,1,1,0.333333333,0.2,0
992,0.324324324,0.804,4.37E-05,0.700705417,0,1,0,1,0.333333333,0.3,0
993,0.135135135,0.622,8.78E-05,0.511476696,0,0.5,0,0,0,0.7,0
994,0.337837838,0.976,7.96E-05,0.728840854,1,0.5,1,0,0.333333333,0.9,0
995,0.148648649,0.52,0,0.419543366,1,0.5,0,1,0.666666667,0.9,0
996,0.351351351,0.922,0,0.392178203,1,0.5,0,1,0.333333333,0.3,0
997,0.594594595,0.474,0.001686061,0.033829931,1,0.5,0,1,0,0.7,0
998,0.135135135,0.922,0.001595668,0.049463924,0,1,1,1,0.333333333,0.4,0
999,0.27027027,0.818,0.000107101,0.457795369,0,0,0,0,0,0.1,0
1000,0.324324324,0.596,0.002853652,0.020079118,0,1,1,0,0.333333333,0.8,0
1001,0.337837838,0.876,0,0.580555093,0,0,1,1,0.333333333,1,0
1002,0.283783784,0.75,2.60E-05,0.920147674,1,1,1,1,0.333333333,0.1,0
1003,0.324324324,0.592,0.000245837,0.335596549,0,0,0,0,0.333333333,0.3,1
1004,0.108108108,0.502,0.000198529,0.250318955,0,1,1,0,0.333333333,0.7,0
1005,0.459459459,0.342,0.000204025,0.268933283,1,1,0,0,0.666666667,0.5,1
1006,0.202702703,0.422,0,0.226271059,0,0.5,1,0,0.333333333,0.6,0
1007,0.324324324,0.428,0.000256101,0.183566631,1,0,1,1,0,0.7,0
1008,0.364864865,0.188,0,0.65005343,1,0,1,0,0,0.6,1
1009,0.716216216,0.6,0,0.876929697,1,0.5,1,1,0,0,0
1010,0.297297297,0.748,0,0.639239397,1,0,1,0,0,1,1
1011,0.22972973,0.738,8.38E-05,0.691166606,1,0.5,1,1,0,0.3,0
1012,0.148648649,0.396,0,0.243331238,0,0,0,1,0.333333333,0.4,0
1013,0.081081081,0.57,0,0.353319692,1,0.5,1,1,0.333333333,0.4,0
1014,0.337837838,0.292,0,0.997565017,0,0.5,0,1,0.333333333,0.3,0
1015,0.256756757,0.652,4.98E-05,0.847938978,0,0,1,1,0,0.5,1
1016,0.297297297,0.382,0.000183778,0.245282624,1,1,1,0,0.333333333,0.7,0
1017,0.310810811,0.856,0.000207803,0.316658291,1,1,1,0,0,0.7,0
1018,0.364864865,1,0.000162929,0.300386337,0,1,1,0,0,0.5,1
1019,0.175675676,0.566,0,0.242998856,1,0,1,0,0,0.1,0
1020,0.418918919,0.55,9.87E-05,0.827925817,1,0,1,0,0,0.6,1
1021,0.189189189,0.27,4.96E-05,0.970085343,1,0.5,1,1,0.333333333,0.6,0
1022,0.405405405,0.394,0.000243988,0.346290671,0,0,0,1,0.333333333,0.1,0
1023,0.189189189,0.584,0,0.443478602,1,0,1,1,0.333333333,0.3,0
1024,0.094594595,0.736,0.000162457,0.315127045,0,0,1,0,0,0.4,0
1025,0.189189189,0.464,0,0.298314639,0,0,1,0,0.333333333,0.4,0
1026,0.202702703,0.556,0,0.921181223,1,0,0,0,0.333333333,0.6,0
1027,0.22972973,0.774,0.000196181,0.320223631,1,1,0,1,0,0,0
1028,0.216216216,0.956,0,0.409251083,1,0.5,1,1,0.333333333,0.9,0
1029,0.472972973,0.518,0,0.773230494,1,0.5,1,1,0,1,0
1030,0.283783784,0.76,7.54E-05,0.728409663,1,0,0,0,0,0.1,0
1031,0.054054054,0.562,0,0.153865644,0,0,0,0,0.333333333,0.3,0
1032,0.297297297,0.96,0,0.408093673,1,0.5,0,1,0.333333333,0.4,0
1033,0.148648649,0.59,6.24E-05,0.98240767,1,0,0,1,0.333333333,0.1,0
1034,0.378378378,0.626,0,0.881406774,1,0,0,1,0.333333333,0.3,0
1035,0.162162162,0.656,0,0.175524263,1,0.5,1,0,0,0,0
1036,0.162162162,0.342,0.000157235,0.321471901,1,0,1,0,0,0.2,0
1037,0.081081081,0.55,0,0.904876266,0,0,1,1,0.333333333,0.1,0
1038,0.162162162,0.346,5.67E-05,0.69089198,1,0,1,1,0,0.1,0
1039,0.72972973,0.728,0,0.433651564,0,0,1,1,0,0.3,0
1040,0.662162162,0.46,0.00195489,0.037040237,1,0.5,1,1,0,0.3,0
1041,0.162162162,0.744,0,0.831904247,1,0,1,0,0.333333333,0.5,0
1042,0.283783784,0.56,9.06E-05,0.704415372,0,0.5,1,0,0,0.7,1
1043,0.22972973,0.458,0,0.022245224,1,0,1,0,0.333333333,0.1,0
1044,0.27027027,0.64,0.000102014,0.55235545,0,0,1,1,0.333333333,0.4,0
1045,0.216216216,0.476,0.000131989,0.432284783,1,0.5,1,0,0.333333333,0.6,0
1046,0.324324324,0.914,0,0.082453274,0,0.5,1,0,0,0.1,1
1047,0.405405405,0.752,0,0.570096844,0,0,1,0,0,0.4,1
1048,0.094594595,0.924,3.92E-05,0.658306518,1,1,1,0,0,0.5,0
1049,0.297297297,0.562,0.000193897,0.262215242,1,1,1,0,0,0.3,1
1050,0.162162162,0.664,0,0.807345752,1,0,0,1,0,0.4,0
1051,0.418918919,0.55,0.000380326,0.100045604,0,0.5,1,1,0,0.2,0
1052,0.27027027,0.514,5.25E-05,0.881617644,1,1,1,0,0,0.3,0
1053,0.432432432,0.5,0.000176675,0.252410755,0,0.5,1,1,0,0.6,0
1054,0.054054054,0.504,0.000439127,0.151854602,0,0.5,1,0,0,0.7,0
1055,0.756756757,0.39,0,0.806652785,0,0.5,1,1,0.333333333,0.3,0
1056,0.202702703,0.65,0,0.22670415,1,0.5,1,0,0.333333333,0.3,0
1057,0.391891892,0.462,6.43E-05,0.901286573,0,0,0,0,0,0.1,1
1058,0.202702703,0.58,0.000220319,0.174586573,1,1,0,0,0.333333333,0.8,0
1059,0.27027027,1,5.98E-05,0.632781231,1,0,0,0,0,0.7,0
1060,0.405405405,0.28,7.79E-05,0.939638335,0,0.5,1,0,0,0.8,0
1061,0.27027027,0.72,0,0.681961627,0,0.5,1,1,0.333333333,0.4,0
1062,0.27027027,0.526,8.05E-05,0.392812814,1,1,1,0,0,0.9,1
1063,0.216216216,0.924,5.89E-05,0.830212735,1,0,1,1,0,0.5,0
1064,0.027027027,0.746,0,0.701935785,0,0,1,1,0.333333333,0.4,0
1065,0.243243243,0.324,0.000371111,0.193107042,1,0,0,0,0.333333333,0.4,1
1066,0.459459459,0.762,0,0.124947783,0,0,1,1,0,1,1
1067,0.108108108,0.6,0.000156763,0.64408026,1,1,1,0,0.333333333,0.4,0
1068,0.527027027,0.488,0,0.096834148,1,0,1,0,0,0.6,1
1069,0.297297297,0.988,0.000334703,0.15947888,1,0,1,0,0,0.7,1
1070,0.391891892,0.672,9.30E-05,0.865923746,0,1,1,0,0,0.5,1
1071,0.459459459,0.69,0.000431642,0.112381032,1,1,1,1,0,0.8,0
1072,0.067567568,0.548,0,0.983378563,0,0.5,0,1,0.333333333,0.6,0
1073,0.256756757,0.306,0,0.682541583,1,0.5,0,0,0.333333333,0.6,0
1074,0.175675676,0.37,0.000290466,0.181353869,0,0,1,1,0.333333333,0.7,0
1075,0.189189189,0.786,8.10E-05,0.816292006,0,1,1,1,0.333333333,0.6,0
1076,0.283783784,0.704,0,0.498260334,1,0.5,1,0,0.333333333,0.8,0
1077,0.148648649,0.616,0.000678411,0.100986844,1,0,1,0,0,0.3,0
1078,0.310810811,0.654,0.003294332,0.020923298,0,1,1,1,0.333333333,0.8,0
1079,0.189189189,0.628,8.99E-05,0.561696742,1,0,1,1,0,1,0
1080,0.27027027,0.832,0.006058717,0.010122767,0,1,0,1,0,0.7,0
1081,0.22972973,0.222,0,0.661485022,0,0.5,1,0,0,0.8,0
1082,0.243243243,0.676,4.77E-05,0.886945203,1,0.5,1,0,0,0,1
1083,0.189189189,0.656,0,0.451407559,0,0,1,0,0.333333333,0.5,0
1084,0.081081081,0.892,0,0.306718242,1,0,1,0,0.333333333,0.8,0
1085,0.324324324,0.906,0,0.982370066,1,0,1,0,0,0.5,1
1086,0.243243243,0.724,0.00013414,0.353767735,1,0,0,0,0.666666667,0.2,1
1087,0.175675676,0.296,0,0.069411579,0,0,1,0,0.333333333,1,0
1088,0.054054054,1,0,0.048369319,1,0.5,1,1,0.333333333,0.2,0
1089,0.445945946,0.556,0.000288072,0.202692207,0,0,1,1,0.333333333,0.3,0
1090,0.216216216,0.378,6.32E-05,0.683024429,0,1,1,1,0,0.4,0
1091,0.243243243,0.764,8.93E-05,0.66586809,1,0,1,1,0,0.7,0
1092,0.310810811,0.73,5.81E-05,0.764120674,1,0,0,1,0,0.4,1
1093,0.297297297,0.602,0,0.738591786,1,0,1,1,0.333333333,0.4,0
1094,0.216216216,0.926,0,0.21580846,1,0,1,0,0.333333333,0,0
1095,0.148648649,0.684,0,0.383758699,1,0,1,0,0,0.4,1
1096,0.283783784,0.812,0.000129261,0.367007349,0,1,1,1,0.666666667,0.3,1
1097,0.243243243,0.386,0,0.88366789,1,0,1,0,0.333333333,0.6,0
1098,0.108108108,0.88,0.000135677,0.491535392,0,0,0,0,0.333333333,0.4,0
1099,0.27027027,0.288,0,0.030963357,1,0.5,1,1,0.333333333,0.7,0
1100,0.283783784,1,7.92E-05,0.88398287,0,0,1,1,0,0.2,0
1101,0.148648649,0.706,0,0.253363696,1,0.5,1,0,0.333333333,0.9,0
1102,0.27027027,0.164,0,0.752918404,1,0.5,1,0,0.333333333,0.7,0
1103,0.189189189,0.324,0.000145104,0.400581306,0,1,1,0,0.333333333,0.2,0
1104,0.135135135,0.478,0,0.758244312,1,0,1,0,0.333333333,0.7,0
1105,0.378378378,0.328,0.000182204,0.275329994,0,0,1,0,0,0.3,0
1106,0.27027027,0.656,0,0.575341995,0,0,0,0,0.333333333,0.2,0
1107,0.216216216,0.14,8.54E-05,0.747369124,0,1,0,0,0,0.1,1
1108,0.27027027,0.658,0.000223877,0.232577711,1,1,1,0,0.333333333,0.7,0
1109,0.175675676,0.49,0,0.950012126,1,0,1,0,0.333333333,0.4,0
1110,0.459459459,0.726,0.000377677,0.231812088,0,0,1,1,0,0,1
1111,0.554054054,0.966,0.00040126,0.153569366,1,1,1,1,0,0.1,1
1112,0.324324324,0.68,0.00012317,0.35402891,0,0,0,0,0.333333333,0.3,0
1113,0.040540541,0.762,0.000116863,0.533310331,0,1,1,0,0,0.8,1
1114,0.594594595,0.516,7.77E-05,0.879206214,0,0,0,0,0,0.8,1
1115,0.405405405,0.258,9.58E-05,0.428215045,1,0.5,0,1,0,0.5,0
1116,0.324324324,0.338,0,0.507419159,1,0,1,1,0.333333333,0.8,0
1117,0.391891892,0.762,5.67E-05,0.958707007,0,0,0,0,0.666666667,0.1,1
1118,0.581081081,0.534,8.42E-05,0.509189578,1,0.5,1,1,0,0.7,0
1119,0.148648649,0.812,0.002262535,0.024388979,1,0.5,1,0,0.333333333,0.2,0
1120,0.175675676,0.996,4.39E-05,0.965699224,1,1,1,0,0.333333333,0.4,0
1121,0.081081081,0.918,0,0.967628309,0,0,1,0,0.333333333,0.4,0
1122,0.513513514,0.696,0.000112687,0.469897075,1,1,0,0,0.333333333,0.1,1
1123,0.202702703,0.858,7.58E-05,0.985040771,1,1,1,1,0,0.1,1
1124,0.22972973,0.512,0,0.534178414,1,0.5,1,0,0,0.7,1
1125,0.540540541,0.524,0.000122416,0.575803489,0,1,1,1,0,0.1,0
1126,0.202702703,0.626,5.88E-05,0.981337318,0,0.5,1,0,0,0.8,0
1127,0.364864865,0.398,0.000140461,0.482010032,0,1,1,1,0.333333333,0.3,0
1128,0.189189189,0.65,0.000150165,0.488282031,0,0,1,0,0,0.2,0
1129,0.22972973,0.638,0,0.245506696,0,0,1,1,0,0.7,1
1130,0.216216216,0.442,4.90E-05,0.978293827,0,1,0,1,0,0.1,0
1131,0.256756757,0.3,0.000106122,0.558485435,1,0.5,1,0,0,0.9,0
1132,0.256756757,0.556,0,0.858563743,1,0,1,1,0.333333333,0,0
1133,0.216216216,0.418,0,0.333583857,1,0,1,1,0.333333333,0.4,0
1134,0.121621622,0.838,0,0.289349983,0,0,1,1,0,0.2,0
1135,0.175675676,0.766,8.35E-05,0.890001145,1,1,0,0,0.333333333,0.6,0
1136,0.054054054,0.8,0,0.525620547,1,0,0,1,0.333333333,0.5,0
1137,0.324324324,0.466,0,0.087148723,0,0,1,0,0.333333333,0.4,0
1138,0.324324324,0.236,9.91E-05,0.863366502,1,1,1,0,0.333333333,0.9,0
1139,0.527027027,0.754,0.013715515,0.003709304,0,0.5,0,1,0,0.1,0
1140,0.256756757,0.536,9.23E-05,0.493421222,0,0,1,0,0,0.5,1
1141,0.297297297,0.534,0.00016722,0.535232815,1,0,1,1,0.333333333,0.5,0
1142,0.310810811,0.886,0,0.760783455,1,0.5,1,0,0.333333333,0.9,0
1143,0.337837838,0.56,0,0.171648692,1,0,1,1,0.333333333,0.9,0
1144,0.337837838,0.83,8.07E-05,0.86941948,1,1,0,1,0,0.4,1
1145,0.135135135,0.392,0,0.796289596,1,0,1,0,0,0.8,0
1146,0.162162162,0.528,0.000225897,0.273851453,0,1,1,0,0.333333333,0.3,0
1147,0.148648649,0.486,7.12E-05,0.67298132,0,1,1,0,0.666666667,0.5,0
1148,0.216216216,0.526,0,0.20858562,1,0.5,1,1,0,0.3,0
1149,0.27027027,0.61,0,0.552633426,1,0,0,0,0.333333333,0.4,0
1150,0.121621622,0.7,0.001444672,0.044930341,0,0,0,0,0,0.6,0
1151,0.148648649,0.952,6.44E-05,0.951035574,0,0.5,0,1,0,0.4,0
1152,0.364864865,0.604,0.000123688,0.576664321,1,1,0,1,0,0.2,0
1153,0.364864865,0.81,8.90E-05,0.718108279,0,1,0,0,0,0.7,1
1154,0.283783784,0.376,0.000197828,0.292305415,1,0.5,1,1,0.333333333,0.2,0
1155,0.216216216,0.758,0.001183017,0.060591336,1,0,1,0,0,0.3,0
1156,0.418918919,0.53,0,0.249327561,1,0,1,1,0.333333333,0.3,0
1157,0.486486486,0.7,5.35E-05,0.698686525,1,0.5,0,1,0,0.1,0
1158,0.540540541,0.168,0.000194634,0.304430173,0,1,1,0,0.333333333,0.9,1
1159,0.256756757,0.758,0,0.504302961,1,0.5,1,0,0.333333333,1,0
1160,0.22972973,0.326,0,0.383180144,1,0,1,0,0,0.8,1
1161,0.310810811,0.81,7.84E-05,0.630070172,1,0,1,0,0,0.6,1
1162,0.162162162,0.53,0,0.436722907,0,0,1,0,0,0.9,0
1163,0.189189189,0.794,8.22E-05,0.386830892,0,1,0,1,0.333333333,0.5,0
1164,0.243243243,1,0.000247606,0.313584247,0,0,1,1,0,0,0
1165,0.418918919,0.724,7.43E-05,0.981324216,0,1,0,0,0.333333333,0.5,0
1166,0.135135135,0.544,0.000164991,0.408600121,0,1,1,0,0.333333333,0.1,0
1167,0.22972973,0.396,0,0.156455592,0,0,1,1,0,1,0
1168,0.121621622,0.514,0,0.317451717,0,0,1,0,0.333333333,0.2,0
1169,0.27027027,0.606,5.78E-05,0.832626416,0,0,1,1,0,0.8,0
1170,0.108108108,0.698,5.01E-05,0.751226042,1,0.5,0,0,0,0.6,0
1171,0.297297297,0.686,0.000415875,0.136681053,1,1,0,0,0,0,1
1172,0.337837838,0.594,0.000132886,0.434985591,0,1,1,1,0.333333333,0.3,0
1173,0.243243243,0.256,0.000193742,0.224527042,0,0.5,1,0,0.333333333,0.3,0
1174,0.297297297,0.71,0.000106634,0.899921442,0,0.5,1,0,0,0.5,1
1175,0.283783784,0.738,0,0.728810201,1,0.5,1,0,0.333333333,0.5,0
1176,0.216216216,0.752,0,0.070556888,1,0,0,0,0.333333333,0.9,0
1177,0.040540541,0.552,0,0.331134873,1,0,1,0,0.333333333,0.1,0
1178,0.418918919,0.404,0,0.95151677,1,0,1,1,0,0.4,1
1179,0.175675676,0.914,5.10E-05,0.863938056,0,1,0,0,0.333333333,0.1,0
1180,0.216216216,0.542,0,0.495630083,1,0,1,1,0.333333333,0.6,0
1181,0.081081081,0.602,2.12E-05,0.891733911,0,1,1,1,0,0.7,0
1182,0.337837838,0.646,0.000107718,0.73497349,0,0,1,1,0,0.5,1
1183,0.243243243,0.604,0,0.756589254,1,0,1,1,0.333333333,0.1,0
1184,0.391891892,0.468,0.000132356,0.464565666,1,1,1,0,0,0.7,0
1185,0.256756757,0.812,0.000211863,0.294840257,1,0,1,1,0,0.3,0
1186,0.22972973,0.64,5.58E-05,0.873160787,0,0,1,1,0.333333333,0.3,0
1187,0.432432432,0.83,0.000149811,0.397879798,0,0,1,1,0,0.9,1
1188,0.162162162,0.356,0.000238,0.25382214,1,0,1,0,0.333333333,0.2,0
1189,0.297297297,0.702,0.000104153,0.767703166,1,0,1,1,0,0.5,1
1190,0.148648649,0.894,0,0.664882546,0,0,1,1,0.333333333,0.1,0
1191,0.121621622,0.578,0.000166724,0.426027436,1,1,0,1,0,0.3,0
1192,0.581081081,0.87,7.19E-05,0.85109748,0,0.5,1,0,0.333333333,0.4,1
1193,0.135135135,0.026,0.000136797,0.503065843,0,0.5,1,0,0.666666667,0.6,1
1194,0.081081081,0.828,0,0.930560919,0,0,1,0,0.333333333,0.7,0
1195,0.337837838,0.652,0,0.275566067,0,0,1,1,0,0.2,0
1196,0.135135135,0.736,0.000215021,0.143760779,1,1,1,0,0,0.4,0
1197,0.216216216,0.48,0,0.855130965,0,0.5,1,0,0.333333333,0.6,0
1198,0.27027027,0.468,5.58E-05,0.883420067,1,0,1,0,0,0.9,0
1199,0.310810811,0.59,0,0.143293585,1,0,0,1,0,0.7,0
1200,0.162162162,0.844,4.77E-05,0.986226435,1,1,0,0,0.333333333,0.6,0
1201,0.378378378,0.098,8.59E-05,0.699982348,1,1,1,0,0,0.2,1
1202,0.054054054,0.358,0,0.755863435,1,0,1,0,0,0.5,0
1203,0.22972973,0.226,8.08E-05,0.590566699,1,0,1,1,0,0.2,0
1204,0.297297297,0.56,0,0.172224397,0,0,1,1,0.333333333,0.7,0
1205,0.783783784,0.86,0.000176175,0.324334724,1,0,0,1,0,1,0
1206,0.189189189,0.468,0,0.054731427,1,0.5,1,0,0.333333333,0.5,0
1207,0.162162162,0.804,0.000208217,0.184388959,1,1,1,1,0,0.4,0
1208,0.391891892,0.694,7.19E-05,0.840289348,0,0,1,1,0,0.6,0
1209,0.189189189,1,0,0.776151222,0,0,0,0,0.333333333,0.7,0
1210,0.445945946,0.722,0,0.192009387,1,0,1,0,0.666666667,0.7,1
1211,0.189189189,0.204,0,0.376374994,0,0,0,1,0.333333333,0.5,0
1212,0.324324324,0.52,0,0.791530641,1,0.5,1,0,0.333333333,0.6,1
1213,0.054054054,0.688,0,0.057576199,0,0,1,1,0.333333333,0.4,0
1214,0.202702703,0.458,0,0.474952658,1,0.5,1,0,0,0.6,1
1215,0.486486486,0.79,0,0.869586596,0,0.5,1,0,0,0.8,1
1216,0.202702703,0.444,0,0.20565699,1,0,0,1,0,0.5,0
1217,0.148648649,0.31,0.000236322,0.290069552,1,1,1,1,0.333333333,0.3,0
1218,0.067567568,0.712,0,0.820662523,0,0,0,0,0,0.5,1
1219,0.351351351,0.686,0.000249768,0.234955188,1,1,1,1,0.333333333,0.5,1
1220,0.202702703,0.75,6.12E-05,0.886423803,0,1,1,1,0.333333333,0.7,0
